DID,Handle,Display Name,CreatedAt,Text,ReplyCount,RepostCount,LikeCount,QuoteCount,Parent DID,Parent Handle,Parent Display Name,Parent CreatedAt,Parent Text,Parent ReplyCount,Parent RepostCount,Parent LikeCount,Parent QuoteCount,Quoted DID,Quoted Handle,Quoted Display Name,Quoted CreatedAt,Quoted Text,Quoted ReplyCount,Quoted RepostCount,Quoted LikeCount,Quoted QuoteCount
did:plc:chpmdalkw6e3rvw5253cvakp,jamesmacaulay.online,James MacAulay,2024-12-10T15:30:32.970Z,I report misinfo that isn't clearly parody to Bluesky moderation service and block the poster if they are spreading it knowingly,0,0,2,0,did:plc:kqbyr4gqt6p2l57htlsa4nha,hankgreen.bsky.social,Hank Green,2024-12-10T14:35:39.635Z,"So, honest question, what do we do about fake stuff here? Do we think OP still doesn’t know this is a fake screenshot? Do we think “fake stuff is OK if the vibes feel true?” Does bsky build a BirdWatch clone?",540,250,5849,35,,,,,,0,0,0,0
did:plc:744tidrnrzivfxhumru44zqf,topographie.de,Topographie des Terrors,2024-12-10T13:38:13.189Z,"Misinformation, distortion and abuse have flourished while security and content moderation measures have all but disappeared. 

Meanwhile, as a business, X relies on our content to keep its users engaged. More engagement means more advertising revenue. 

4/7",1,0,1,0,did:plc:744tidrnrzivfxhumru44zqf,topographie.de,Topographie des Terrors,2024-12-10T13:38:13.188Z,"Twitter was once a platform where we could build communities and engage in productive communication in support of our work.

Then Twitter became X and over the ensuing two years, its users have suffered changes that have made the platform a far different place than it once was. 

3/7",1,0,1,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T20:09:15.956639+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",1,0,1,0,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T20:09:15.683497+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T19:07:46.019385+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",1,0,1,0,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T19:07:45.672298+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:6spcaysfiwh2fgxvpipgtlsb,canuckldn.bsky.social,PhilW,2024-12-11T18:40:44.270Z,"As much as I use #Facebook and #Instagram - part of me wishes the sites to burn down for their utter lack of moderation and their encouragement of hate, scams and misinformation while unfairly taking down LGBTQ+ members content (which does not break their rules).",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:d3dfgzeewbtgstvce5n3j6gs,davidlazer.bsky.social,David Lazer,2024-12-11T17:26:08.355Z,"2) W/ the important exception of misinformation, which relied on a slow burn, peer to peer spread (probably because of content moderation policies aimed at Pages and Groups but not users). There was sort of a hard backbone of resharing of misinfo on Facebook driven by a tiny number of users.",1,0,1,0,did:plc:d3dfgzeewbtgstvce5n3j6gs,davidlazer.bsky.social,David Lazer,2024-12-11T17:26:08.354Z,"This paper examines _all_ diffusion trees in the US on Facebook during the 2020 election period. Key findings include:

1) The dominant role of Pages in diffusion of content on Facebook. Generally, spread on Facebook circa 2020 occurred in big bangs from Pages.",1,0,1,0,,,,,,0,0,0,0
did:plc:hgnrzmkznkrm6yxuwuz5d6a2,sgonzalezbailon.bsky.social,Sandra González-Bailón,2024-12-11T17:23:04.887Z, (3) periods of aggressive content moderation proximate to the election coincide with dramatic drops in the spread and reach of misinformation and (to a lesser extent) political content.,1,0,12,0,did:plc:hgnrzmkznkrm6yxuwuz5d6a2,sgonzalezbailon.bsky.social,Sandra González-Bailón,2024-12-11T17:23:04.886Z,(2) the relative importance of peer-to-peer spread for misinformation was likely due to an enforcement gap in content moderation policies designed to target mostly Pages and Groups; and,1,0,9,0,,,,,,0,0,0,0
did:plc:hgnrzmkznkrm6yxuwuz5d6a2,sgonzalezbailon.bsky.social,Sandra González-Bailón,2024-12-11T17:23:04.886Z,(2) the relative importance of peer-to-peer spread for misinformation was likely due to an enforcement gap in content moderation policies designed to target mostly Pages and Groups; and,1,0,9,0,did:plc:hgnrzmkznkrm6yxuwuz5d6a2,sgonzalezbailon.bsky.social,Sandra González-Bailón,2024-12-11T17:23:04.885Z,"Highlights: (1) misinformation diffused more slowly, relying on a small number of active users that spread misinformation via long chains of peer-to-peer diffusion that reached millions; non-misinformation spread primarily through one-to-many affordances (mainly, Pages);",2,2,15,0,,,,,,0,0,0,0
did:plc:3ezeukokt2foxbsg646qa2zh,anotherearther.bsky.social,Steben Keng,2024-12-11T06:19:26.799Z,"Not at all surprised that Instagram is turning into ""X jr"" since their AI moderation has allowed for misinformation, hate speech, and animal mutilation accounts to go unimpeded. Even seeing accounts that are just terf pockets going after people who are physically or developmentally disabled on there",0,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:zofjimtra44nv73ykc5c7nuy,anynameiwant.bsky.social,AnynameIwant,2024-12-11T04:32:34.425Z,"Additionally, Zuckerberg is already on board and hired someone from Trump's inner circle to be in charge of Meta's moderation (including Threads). They don't pull down or label misinformation anymore. TikTok will be gone. You better believe that news will happily get in line to protect their a$$,etc",0,0,0,0,did:plc:zofjimtra44nv73ykc5c7nuy,anynameiwant.bsky.social,AnynameIwant,2024-12-11T04:32:34.424Z,"The problem is that they literally think he does not lie. He could say the sky is green and 99% of his supporters will agree. They could be getting their arm cut off and be told it is fine and they would still believe him. No matter what is said, they won't believe it.",1,0,1,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T03:49:44.754729+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",1,0,1,0,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T03:49:44.491507+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:qityrvc74etm5ktyxsxfgx2q,tonythekraken.bsky.social,Tony,2024-12-11T02:33:54.031Z,"Also someone in the replies almost always calls out misinformation or disinformation (which is what these moderation rules usually apply to, not casual mistakes) before the post is reported and taken down. If someone can’t see that in your replies and search even AFTER the post is made…",0,0,0,0,did:plc:qityrvc74etm5ktyxsxfgx2q,tonythekraken.bsky.social,Tony,2024-12-11T02:30:41.233Z,Hence 3 strikes. Casual users are hardly if ever actually flagged for misleading or false information. It usually takes dozen of reports and some actual moderator to flag something like we see above. Perhaps we would be better off if the ‘cost’ of posting something was a single cross-check online.,2,0,0,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T01:24:14.624362+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",0,0,2,0,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-11T01:24:14.337510+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:x7oh64rg66trj444rqh4c4sc,thredge.bsky.social,thredge 🇺🇦,2024-12-11T01:00:24.549Z,"Not sure how long this (misleading label) takes to show up, but timeliness is always a problem with misinformation spread.",2,0,43,0,did:plc:kqbyr4gqt6p2l57htlsa4nha,hankgreen.bsky.social,Hank Green,2024-12-10T14:35:39.635Z,"So, honest question, what do we do about fake stuff here? Do we think OP still doesn’t know this is a fake screenshot? Do we think “fake stuff is OK if the vibes feel true?” Does bsky build a BirdWatch clone?",540,250,5849,35,,,,,,0,0,0,0
did:plc:nphj4mp22ccn5czmjwzegtva,youranona.bsky.social,Anonymous ⩜,2024-12-11T00:31:02.366Z,"You are right… Decentralization can empower, but without safeguards, it risks fragmentation, misinformation, and polarization. A balance of transparency, accountability, and moderation is key to preventing manipulation and maintaining cohesion.",1,0,3,0,did:plc:yeb23ua3nj5sq2h3y3kyds5e,inscribajournal.bsky.social,InscribaJournal,2024-12-11T00:28:38.424Z,"Okay, but isn't this what happened to the online information system of free nations, and didn't that lead to further atomization and increased vulnerability to misinformation and creeping despotism?",1,0,2,0,,,,,,0,0,0,0
did:plc:etvox74g6x2vxaotgtqrriu6,paul-bruno.com,Paul Bruno,2024-12-12T22:42:10.012Z,"The Diffusion and Reach of (Mis)Information on Facebook During the U.S. 2020 Election sociologicalscience.com/articles-v11...

""periods of aggressive content moderation proximate to the election coincide with dramatic drops in the spread and reach of misinformation""",0,1,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:xabpty3iaedldho7bmwvonlh,naomiobscura.bsky.social,naomiobscura,2024-12-12T20:43:47.987Z,More trolls have been coming over from twitter and subverting moderation by basically just posting misinformation painted blue. Generally if someone seems easily offended and they have an AI generated profile picture check their profile and report them because there’s likely something there.,1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:dlp3kqfqg2umjocsw7mbgfsi,b0ltme.bsky.social,,2024-12-12T20:23:37.582Z,"We need campaign finance reform. Also a new Supreme Court. And the Twitter thing. I can't even wrap my mind around how to constitutionally deal with situations like leon's purchase of Twitter and zero moderation of misinformation, disinformation and malinformation.",0,0,1,0,did:plc:lofi7rgf75ql5gxajkwymdoe,cautiousoptimistic.bsky.social,CynicallyOptimistic,2024-12-12T17:18:27.017Z,Billionaires might not be a problem if they couldn't buy elections and members of Congress. But they can and do. Unfortunately there are more evil ones than good ones as the election of Trump proves.,1,0,1,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-12T19:36:48.315508+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",1,0,0,0,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-12T19:36:47.921971+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:6eogovpx7amqihfdkar56y34,liberaljane.bsky.social,Liberal Jane,2024-12-12T15:30:51.049Z,It shouldn't be like this. We deserve better.,0,0,3,0,did:plc:6eogovpx7amqihfdkar56y34,liberaljane.bsky.social,Liberal Jane,2024-12-12T15:30:51.048Z,"Since Roe was overturned, Big Tech has been controlling what information is available to aborshion seekers online.",1,2,5,0,,,,,,0,0,0,0
did:plc:vtxkm76mplvpmbcw5zovhnso,nickhauselman.bsky.social,Nick Hauselman,2024-12-12T15:30:36.047Z,Are we talking about the same case? The case I'm talking about enraged conservatives who want the right to spread misinformation under the guise of free speech. And the SCOTUS rejected that argument saying content moderation is legal for private companies... almost a waste of their time,1,0,0,0,did:plc:vtxkm76mplvpmbcw5zovhnso,nickhauselman.bsky.social,Nick Hauselman,2024-12-12T15:28:50.995Z,,2,0,0,0,,,,,,0,0,0,0
did:plc:e2qskjt6bgaukv5n5p7bcfrk,ashemedai.bsky.social,Jeroen Ruigrok van der Werven,2024-12-12T08:26:58.764Z,"A big #HugOps to the Bluesky moderation team. So many posts and accounts that spread intolerance, misinformation, and conspiracy theories...",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:3epzqefaicyxkh2z3fywbmy5,robertcfried.bsky.social,Robert C. Fried (Bob Fried),2024-12-12T03:48:48.946Z,"* **#Xmigration**
* **#BlueskyGrowth**
* **#MuskEffect**
* **#SocialMediaShift**
* **#FreeSpeechVsHateSpeech**

www.theguardian.com/media/2024/d...",0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-13T21:18:22.017674+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",0,1,0,1,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-13T21:18:21.661237+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:qshroztnuye3pib3v7gvvg2h,jeffreypschultz.bsky.social,Jeff Schultz 🆓❤️‍🩹⚓,2024-12-13T20:28:46.336Z,"If you're hiring more moderators, you could look for people with experience at another social media platform (that decided to kill moderation and encourage bots, trolls, and misinformation).",0,0,3,0,did:plc:eon2iu7v3x2ukgxkqaf7e5np,safety.bsky.app,Bluesky Safety,2024-12-13T17:53:07.524Z,"In the past month alone, over 12M people joined Bluesky, with daily active users growing 10x. We received more reports in two days than in all of last year, and have integrated new systems and quadrupled our moderation team to try and keep up. Sometimes, we have to work quickly to correct errors.",978,1195,8317,872,,,,,,0,0,0,0
did:plc:4k6zq66iqwnotl47sode4l3m,badskele.bsky.social,Andre: Champion(ship) Edition,2024-12-13T19:05:24.629Z,"Bluesky should not walk the same slow path into rot that Twitter did. We can create a platform that is hostile to trolls and misinformation merchants, but that requires the moderation team to actually take a stance. Please sign the petition and say no to the BS.
chng.it/dn4FPXRz6N",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
